scenario,mode,audio_backend,rep,tag,gt_events,alerts,tp,fp,fn,precision,recall,f1,mean_time_to_alert_s,false_alerts_per_hour,coord_messages,coord_tasks,mean_allocation_ms,wall_seconds
combined_audio_video_01,mas-auction-visiononly,auto,2,mas-auction-visiononly-r2,2,2,1,1,1,0.5,0.5,0.5,23.77,62.4,0,0,,57.7
combined_audio_video_01,mas-auction-visiononly,auto,3,mas-auction-visiononly-r3,2,2,1,1,1,0.5,0.5,0.5,23.68,62.4,0,0,,57.7
combined_audio_video_01,mas-auction-visiononly,auto,4,mas-auction-visiononly-r4,2,2,1,1,1,0.5,0.5,0.5,23.77,62.4,0,0,,57.7
combined_audio_video_01,mas-auction-visiononly,auto,,,2,2,1,1,1,0.5,0.5,0.5,0.02,51.3,0,0,,70.1
combined_audio_video_01,mas-auction,auto,,,2,3,1,2,1,0.333,0.5,0.4,2.03,91.1,0,0,,79.0
combined_audio_video_01,mas-nocoord,dsp,0,mas-nocoord-dsp-r0,2,3,1,2,1,0.333,0.5,0.4,23.93,124.8,0,0,,57.7
combined_audio_video_01,mas-nocoord,dsp,1,mas-nocoord-dsp-r1,2,3,1,2,1,0.333,0.5,0.4,0.0,88.7,0,0,,81.1
combined_audio_video_01,mas-nocoord,dsp,2,mas-nocoord-dsp-r2,2,3,1,2,1,0.333,0.5,0.4,0.0,103.4,0,0,,69.7
combined_audio_video_01,mas-nocoord,auto,0,mas-nocoord-r0,2,2,1,1,1,0.5,0.5,0.5,0.0,57.6,0,0,,62.5
combined_audio_video_01,mas-nocoord,auto,1,mas-nocoord-r1,2,2,0,2,2,0.0,0.0,0.0,,124.8,0,0,,57.7
combined_audio_video_01,mas-nocoord,auto,2,mas-nocoord-r2,2,2,1,1,1,0.5,0.5,0.5,23.56,62.4,0,0,,57.7
combined_audio_video_01,mas-nocoord,auto,3,mas-nocoord-r3,2,2,1,1,1,0.5,0.5,0.5,23.72,62.4,0,0,,57.7
combined_audio_video_01,mas-nocoord,auto,4,mas-nocoord-r4,2,2,1,1,1,0.5,0.5,0.5,23.66,62.4,0,0,,57.7
combined_audio_video_01,mas-nocoord-visiononly,auto,0,mas-nocoord-visiononly-r0,2,2,0,2,2,0.0,0.0,0.0,,123.6,0,0,,58.3
combined_audio_video_01,mas-nocoord-visiononly,auto,1,mas-nocoord-visiononly-r1,2,2,1,1,1,0.5,0.5,0.5,23.72,62.4,0,0,,57.7
combined_audio_video_01,mas-nocoord-visiononly,auto,2,mas-nocoord-visiononly-r2,2,2,1,1,1,0.5,0.5,0.5,23.64,62.4,0,0,,57.7
combined_audio_video_01,mas-nocoord-visiononly,auto,3,mas-nocoord-visiononly-r3,2,2,0,2,2,0.0,0.0,0.0,,124.8,0,0,,57.7
combined_audio_video_01,mas-nocoord-visiononly,auto,4,mas-nocoord-visiononly-r4,2,2,0,2,2,0.0,0.0,0.0,,124.8,0,0,,57.7
combined_audio_video_01,mas-nocoord-visiononly,auto,,,2,2,1,1,1,0.5,0.5,0.5,0.0,48.3,0,0,,74.6
combined_audio_video_01,mas-nocoord,auto,,,2,4,1,3,1,0.25,0.5,0.333,10.12,118.6,0,0,,91.1
combined_audio_video_01,mas-rules,dsp,0,mas-rules-dsp-r0,2,3,0,3,2,0.0,0.0,0.0,,164.9,0,0,,65.5
combined_audio_video_01,mas-rules,dsp,1,mas-rules-dsp-r1,2,3,1,2,1,0.333,0.5,0.4,0.0,116.5,0,0,,61.8
combined_audio_video_01,mas-rules,dsp,2,mas-rules-dsp-r2,2,3,1,2,1,0.333,0.5,0.4,23.79,124.8,0,0,,57.7
combined_audio_video_01,mas-rules,auto,0,mas-rules-r0,2,2,1,1,1,0.5,0.5,0.5,0.0,49.5,0,0,,72.7
combined_audio_video_01,mas-rules,auto,1,mas-rules-r1,2,2,0,2,2,0.0,0.0,0.0,,124.8,0,0,,57.7
combined_audio_video_01,mas-rules,auto,2,mas-rules-r2,2,2,1,1,1,0.5,0.5,0.5,24.0,62.4,0,0,,57.7
combined_audio_video_01,mas-rules,auto,3,mas-rules-r3,2,2,0,2,2,0.0,0.0,0.0,,124.8,0,0,,57.7
combined_audio_video_01,mas-rules,auto,4,mas-rules-r4,2,2,0,2,2,0.0,0.0,0.0,,124.8,0,0,,57.7
combined_audio_video_01,mas-rules-visiononly,auto,0,mas-rules-visiononly-r0,2,2,0,2,2,0.0,0.0,0.0,,111.3,0,0,,64.7
combined_audio_video_01,mas-rules-visiononly,auto,1,mas-rules-visiononly-r1,2,2,0,2,2,0.0,0.0,0.0,,124.8,0,0,,57.7
combined_audio_video_01,mas-rules-visiononly,auto,2,mas-rules-visiononly-r2,2,2,1,1,1,0.5,0.5,0.5,23.57,62.4,0,0,,57.7
combined_audio_video_01,mas-rules-visiononly,auto,3,mas-rules-visiononly-r3,2,2,1,1,1,0.5,0.5,0.5,23.78,62.4,0,0,,57.7
combined_audio_video_01,mas-rules-visiononly,auto,4,mas-rules-visiononly-r4,2,2,1,1,1,0.5,0.5,0.5,23.69,62.4,0,0,,57.7
combined_audio_video_01,mas-rules-visiononly,auto,,,2,2,1,1,1,0.5,0.5,0.5,0.02,51.4,0,0,,70.1
combined_audio_video_01,mas-rules,auto,,,2,3,1,2,1,0.333,0.5,0.4,3.03,90.5,0,0,,79.6
demo_site_01,centralized,dsp,0,centralized-dsp-r0,3,3,2,1,1,0.667,0.667,0.667,18.36,66.4,0,0,,54.2
demo_site_01,centralized,dsp,1,centralized-dsp-r1,3,3,2,1,1,0.667,0.667,0.667,17.42,67.6,0,0,,53.2
demo_site_01,centralized,dsp,2,centralized-dsp-r2,3,3,2,1,1,0.667,0.667,0.667,16.62,67.6,0,0,,53.2
demo_site_01,centralized,auto,0,centralized-r0,3,3,2,1,1,0.667,0.667,0.667,11.04,36.8,0,0,,97.9
demo_site_01,centralized,auto,1,centralized-r1,3,2,2,0,1,1.0,0.667,0.8,13.08,0.0,0,0,,63.3
demo_site_01,centralized,auto,2,centralized-r2,3,2,2,0,1,1.0,0.667,0.8,15.11,0.0,0,0,,64.0
demo_site_01,centralized,auto,3,centralized-r3,3,2,2,0,1,1.0,0.667,0.8,17.54,0.0,0,0,,56.0
demo_site_01,centralized,auto,4,centralized-r4,3,2,2,0,1,1.0,0.667,0.8,18.58,0.0,0,0,,56.1
demo_site_01,centralized-visiononly,auto,0,centralized-visiononly-r0,3,3,2,1,1,0.667,0.667,0.667,10.78,39.6,0,0,,91.0
demo_site_01,centralized-visiononly,auto,1,centralized-visiononly-r1,3,2,2,0,1,1.0,0.667,0.8,14.26,0.0,0,0,,64.1
demo_site_01,centralized-visiononly,auto,2,centralized-visiononly-r2,3,2,2,0,1,1.0,0.667,0.8,13.02,0.0,0,0,,63.0
demo_site_01,centralized-visiononly,auto,3,centralized-visiononly-r3,3,3,2,1,1,0.667,0.667,0.667,15.3,28.6,0,0,,125.7
demo_site_01,centralized-visiononly,auto,4,centralized-visiononly-r4,3,3,2,1,1,0.667,0.667,0.667,17.0,29.7,0,0,,121.1
demo_site_01,centralized-visiononly,auto,,,3,4,1,3,2,0.25,0.333,0.286,16.11,60.9,0,0,,177.4
demo_site_01,centralized,auto,,,3,5,2,3,1,0.4,0.667,0.5,18.55,64.6,0,0,,167.3
demo_site_01,mas-auction,dsp,0,mas-auction-dsp-r0,3,4,2,2,1,0.5,0.667,0.571,4.51,73.9,10,2,1645.2,97.4
demo_site_01,mas-auction,dsp,1,mas-auction-dsp-r1,3,4,2,2,1,0.5,0.667,0.571,4.56,75.0,10,2,1609.4,96.0
demo_site_01,mas-auction,dsp,2,mas-auction-dsp-r2,3,3,2,1,1,0.667,0.667,0.667,4.78,58.1,10,2,1706.4,61.9
demo_site_01,mas-auction,auto,0,mas-auction-r0,3,3,2,1,1,0.667,0.667,0.667,3.2,43.2,5,1,1527.5,83.4
demo_site_01,mas-auction,auto,1,mas-auction-r1,3,3,2,1,1,0.667,0.667,0.667,2.89,57.1,5,1,1384.1,63.0
demo_site_01,mas-auction,auto,2,mas-auction-r2,3,3,2,1,1,0.667,0.667,0.667,2.94,57.1,5,1,1428.8,63.1
demo_site_01,mas-auction,auto,3,mas-auction-r3,3,3,2,1,1,0.667,0.667,0.667,2.93,55.3,5,1,1443.0,65.1
demo_site_01,mas-auction,auto,4,mas-auction-r4,3,3,2,1,1,0.667,0.667,0.667,2.84,50.5,5,1,1814.5,71.2
demo_site_01,mas-auction-visiononly,auto,0,mas-auction-visiononly-r0,3,3,2,1,1,0.667,0.667,0.667,2.91,47.3,5,1,1544.8,76.2
demo_site_01,mas-auction-visiononly,auto,1,mas-auction-visiononly-r1,3,3,2,1,1,0.667,0.667,0.667,2.66,53.7,5,1,1398.0,67.1
demo_site_01,mas-auction-visiononly,auto,2,mas-auction-visiononly-r2,3,3,2,1,1,0.667,0.667,0.667,2.45,54.1,5,1,1393.4,66.6
demo_site_01,mas-auction-visiononly,auto,3,mas-auction-visiononly-r3,3,3,2,1,1,0.667,0.667,0.667,2.35,58.2,5,1,1378.1,61.9
demo_site_01,mas-auction-visiononly,auto,4,mas-auction-visiononly-r4,3,3,2,1,1,0.667,0.667,0.667,2.78,45.4,5,1,1501.8,79.4
demo_site_01,mas-auction-visiononly,auto,,,3,3,2,1,1,0.667,0.667,0.667,6.27,46.0,5,1,1481.6,78.2
demo_site_01,mas-auction,auto,,,3,3,2,1,1,0.667,0.667,0.667,9.03,55.4,10,2,1277.1,64.9
demo_site_01,mas-nocoord,dsp,0,mas-nocoord-dsp-r0,3,4,3,1,0,0.75,1.0,0.857,8.7,58.2,0,0,,61.9
demo_site_01,mas-nocoord,dsp,1,mas-nocoord-dsp-r1,3,4,3,1,0,0.75,1.0,0.857,8.75,58.2,0,0,,61.9
demo_site_01,mas-nocoord,dsp,2,mas-nocoord-dsp-r2,3,4,2,2,1,0.5,0.667,0.571,3.1,116.4,0,0,,61.9
demo_site_01,mas-nocoord,auto,0,mas-nocoord-r0,3,4,2,2,1,0.5,0.667,0.571,3.5,78.9,0,0,,91.3
demo_site_01,mas-nocoord,auto,1,mas-nocoord-r1,3,3,2,1,1,0.667,0.667,0.667,3.39,11.7,0,0,,307.0
demo_site_01,mas-nocoord,auto,2,mas-nocoord-r2,3,3,3,0,0,1.0,1.0,1.0,8.41,0.0,0,0,,61.9
demo_site_01,mas-nocoord,auto,3,mas-nocoord-r3,3,3,3,0,0,1.0,1.0,1.0,9.59,0.0,0,0,,61.9
demo_site_01,mas-nocoord,auto,4,mas-nocoord-r4,3,3,2,1,1,0.667,0.667,0.667,3.1,58.2,0,0,,61.9
demo_site_01,mas-nocoord-visiononly,auto,0,mas-nocoord-visiononly-r0,3,5,2,3,1,0.4,0.667,0.5,2.78,108.0,0,0,,100.0
demo_site_01,mas-nocoord-visiononly,auto,1,mas-nocoord-visiononly-r1,3,3,3,0,0,1.0,1.0,1.0,8.41,0.0,0,0,,61.9
demo_site_01,mas-nocoord-visiononly,auto,2,mas-nocoord-visiononly-r2,3,3,3,0,0,1.0,1.0,1.0,8.78,0.0,0,0,,61.9
demo_site_01,mas-nocoord-visiononly,auto,3,mas-nocoord-visiononly-r3,3,3,3,0,0,1.0,1.0,1.0,8.77,0.0,0,0,,61.9
demo_site_01,mas-nocoord-visiononly,auto,4,mas-nocoord-visiononly-r4,3,3,3,0,0,1.0,1.0,1.0,8.75,0.0,0,0,,62.0
demo_site_01,mas-nocoord-visiononly,auto,,,3,4,2,2,1,0.5,0.667,0.571,6.3,71.0,0,0,,101.5
demo_site_01,mas-nocoord,auto,,,3,6,2,4,1,0.333,0.667,0.444,14.04,122.8,0,0,,117.3
demo_site_01,mas-rules,dsp,0,mas-rules-dsp-r0,3,3,3,0,0,1.0,1.0,1.0,8.87,0.0,4,2,184.6,61.9
demo_site_01,mas-rules,dsp,1,mas-rules-dsp-r1,3,3,3,0,0,1.0,1.0,1.0,8.77,0.0,4,2,234.5,61.9
demo_site_01,mas-rules,dsp,2,mas-rules-dsp-r2,3,3,3,0,0,1.0,1.0,1.0,8.77,0.0,4,2,183.9,61.9
demo_site_01,mas-rules,auto,0,mas-rules-r0,3,4,2,2,1,0.5,0.667,0.571,4.06,81.8,2,1,700.4,88.0
demo_site_01,mas-rules,auto,1,mas-rules-r1,3,4,2,2,1,0.5,0.667,0.571,3.66,87.6,2,1,658.5,82.2
demo_site_01,mas-rules,auto,2,mas-rules-r2,3,3,2,1,1,0.667,0.667,0.667,3.54,45.6,2,1,500.3,78.9
demo_site_01,mas-rules,auto,3,mas-rules-r3,3,3,2,1,1,0.667,0.667,0.667,3.32,46.6,2,1,650.6,77.3
demo_site_01,mas-rules,auto,4,mas-rules-r4,3,3,2,1,1,0.667,0.667,0.667,3.62,45.5,2,1,691.8,79.2
demo_site_01,mas-rules-visiononly,auto,0,mas-rules-visiononly-r0,3,4,2,2,1,0.5,0.667,0.571,3.04,75.5,2,1,506.0,95.4
demo_site_01,mas-rules-visiononly,auto,1,mas-rules-visiononly-r1,3,3,2,1,1,0.667,0.667,0.667,2.48,47.5,2,1,500.8,75.7
demo_site_01,mas-rules-visiononly,auto,2,mas-rules-visiononly-r2,3,3,2,1,1,0.667,0.667,0.667,2.94,47.3,2,1,649.5,76.1
demo_site_01,mas-rules-visiononly,auto,3,mas-rules-visiononly-r3,3,3,2,1,1,0.667,0.667,0.667,2.94,47.1,2,1,483.0,76.4
demo_site_01,mas-rules-visiononly,auto,4,mas-rules-visiononly-r4,3,3,2,1,1,0.667,0.667,0.667,2.48,47.2,2,1,600.4,76.2
demo_site_01,mas-rules-visiononly,auto,,,3,3,2,1,1,0.667,0.667,0.667,5.99,47.6,2,1,436.8,75.6
demo_site_01,mas-rules,auto,,,3,3,2,1,1,0.667,0.667,0.667,11.27,38.4,4,2,410.7,93.8
fight_01,centralized,auto,0,centralized-r0,1,1,1,0,0,1.0,1.0,1.0,8.03,0.0,0,0,,12.6
fight_01,centralized,auto,1,centralized-r1,1,1,1,0,0,1.0,1.0,1.0,7.45,0.0,0,0,,11.2
fight_01,centralized,auto,2,centralized-r2,1,1,1,0,0,1.0,1.0,1.0,7.33,0.0,0,0,,11.0
fight_01,centralized,auto,3,centralized-r3,1,1,1,0,0,1.0,1.0,1.0,7.34,0.0,0,0,,11.7
fight_01,centralized,auto,4,centralized-r4,1,1,1,0,0,1.0,1.0,1.0,7.42,0.0,0,0,,10.8
fight_01,centralized,auto,,,1,1,0,1,1,0.0,0.0,0.0,,201.5,0,0,,17.9
fight_01,mas-auction,auto,0,mas-auction-r0,1,1,1,0,0,1.0,1.0,1.0,8.77,0.0,4,1,1274.7,13.1
fight_01,mas-auction,auto,1,mas-auction-r1,1,1,0,1,1,0.0,0.0,0.0,,257.6,4,1,1394.2,14.0
fight_01,mas-auction,auto,2,mas-auction-r2,1,1,0,1,1,0.0,0.0,0.0,,265.2,4,1,1329.8,13.6
fight_01,mas-auction,auto,3,mas-auction-r3,1,1,0,1,1,0.0,0.0,0.0,,250.5,4,1,1504.9,14.4
fight_01,mas-auction,auto,4,mas-auction-r4,1,1,0,1,1,0.0,0.0,0.0,,218.8,4,1,1579.1,16.5
fight_01,mas-auction,auto,,,1,1,0,1,1,0.0,0.0,0.0,,185.6,4,1,1239.2,19.4
fight_01,mas-nocoord,auto,0,mas-nocoord-r0,1,1,1,0,0,1.0,1.0,1.0,8.31,0.0,0,0,,12.9
fight_01,mas-nocoord,auto,1,mas-nocoord-r1,1,1,1,0,0,1.0,1.0,1.0,8.97,0.0,0,0,,15.7
fight_01,mas-nocoord,auto,2,mas-nocoord-r2,1,1,0,1,1,0.0,0.0,0.0,,202.8,0,0,,17.8
fight_01,mas-nocoord,auto,3,mas-nocoord-r3,1,1,1,0,0,1.0,1.0,1.0,8.03,0.0,0,0,,12.8
fight_01,mas-nocoord,auto,4,mas-nocoord-r4,1,1,1,0,0,1.0,1.0,1.0,7.61,0.0,0,0,,12.8
fight_01,mas-nocoord,auto,,,1,1,0,1,1,0.0,0.0,0.0,,185.0,0,0,,19.5
fight_01,mas-rules,auto,0,mas-rules-r0,1,1,1,0,0,1.0,1.0,1.0,8.39,0.0,2,1,276.9,12.9
fight_01,mas-rules,auto,1,mas-rules-r1,1,1,1,0,0,1.0,1.0,1.0,8.72,0.0,2,1,375.0,15.0
fight_01,mas-rules,auto,2,mas-rules-r2,1,1,0,1,1,0.0,0.0,0.0,,247.0,2,1,381.2,14.6
fight_01,mas-rules,auto,3,mas-rules-r3,1,1,0,1,1,0.0,0.0,0.0,,223.1,2,1,1009.1,16.1
fight_01,mas-rules,auto,4,mas-rules-r4,1,1,0,1,1,0.0,0.0,0.0,,189.1,2,1,882.3,19.0
fight_01,mas-rules,auto,,,1,1,0,1,1,0.0,0.0,0.0,,185.0,2,1,241.7,19.5
intrusion_01,centralized,dsp,0,centralized-dsp-r0,2,3,1,2,1,0.333,0.5,0.4,17.19,110.2,0,0,,65.3
intrusion_01,centralized,dsp,1,centralized-dsp-r1,2,2,1,1,1,0.5,0.5,0.5,10.23,69.4,0,0,,51.8
intrusion_01,centralized,dsp,2,centralized-dsp-r2,2,3,1,2,1,0.333,0.5,0.4,0.0,82.3,0,0,,87.5
intrusion_01,centralized,auto,0,centralized-r0,2,2,1,1,1,0.5,0.5,0.5,21.13,35.0,0,0,,102.7
intrusion_01,centralized,auto,1,centralized-r1,2,1,1,0,1,1.0,0.5,0.667,0.0,0.0,0,0,,55.1
intrusion_01,centralized,auto,2,centralized-r2,2,1,1,0,1,1.0,0.5,0.667,0.0,0.0,0,0,,66.2
intrusion_01,centralized,auto,3,centralized-r3,2,2,1,1,1,0.5,0.5,0.5,15.46,51.5,0,0,,69.9
intrusion_01,centralized,auto,4,centralized-r4,2,2,1,1,1,0.5,0.5,0.5,18.36,53.9,0,0,,66.7
intrusion_01,centralized-visiononly,auto,0,centralized-visiononly-r0,2,2,1,1,1,0.5,0.5,0.5,20.59,35.7,0,0,,100.7
intrusion_01,centralized-visiononly,auto,1,centralized-visiononly-r1,2,2,1,1,1,0.5,0.5,0.5,16.42,48.8,0,0,,73.8
intrusion_01,centralized-visiononly,auto,2,centralized-visiononly-r2,2,2,1,1,1,0.5,0.5,0.5,17.14,44.5,0,0,,80.8
intrusion_01,centralized-visiononly,auto,3,centralized-visiononly-r3,2,2,1,1,1,0.5,0.5,0.5,17.88,44.6,0,0,,80.8
intrusion_01,centralized-visiononly,auto,4,centralized-visiononly-r4,2,2,1,1,1,0.5,0.5,0.5,18.02,44.7,0,0,,80.6
intrusion_01,centralized-visiononly,auto,,,2,4,1,3,1,0.25,0.5,0.333,3.03,56.2,0,0,,192.2
intrusion_01,centralized,auto,,centralized,2,2,1,1,1,0.5,0.5,0.5,19.52,37.6,0,0,,95.7
intrusion_01,mas-auction,dsp,0,mas-auction-dsp-r0,2,2,1,1,1,0.5,0.5,0.5,23.81,58.2,5,1,1290.6,61.9
intrusion_01,mas-auction,dsp,1,mas-auction-dsp-r1,2,2,2,0,0,1.0,1.0,1.0,11.81,0.0,5,1,1306.0,61.9
intrusion_01,mas-auction,dsp,2,mas-auction-dsp-r2,2,2,2,0,0,1.0,1.0,1.0,11.86,0.0,5,1,1244.1,61.9
intrusion_01,mas-auction,auto,0,mas-auction-r0,2,2,1,1,1,0.5,0.5,0.5,0.0,47.0,0,0,,76.7
intrusion_01,mas-auction,auto,1,mas-auction-r1,2,2,1,1,1,0.5,0.5,0.5,23.83,58.2,0,0,,61.9
intrusion_01,mas-auction,auto,2,mas-auction-r2,2,2,0,2,2,0.0,0.0,0.0,,116.4,0,0,,61.9
intrusion_01,mas-auction,auto,3,mas-auction-r3,2,2,1,1,1,0.5,0.5,0.5,23.98,58.2,0,0,,61.9
intrusion_01,mas-auction,auto,4,mas-auction-r4,2,2,0,2,2,0.0,0.0,0.0,,116.4,0,0,,61.9
intrusion_01,mas-auction-visiononly,auto,0,mas-auction-visiononly-r0,2,2,1,1,1,0.5,0.5,0.5,0.0,42.2,0,0,,85.3
intrusion_01,mas-auction-visiononly,auto,1,mas-auction-visiononly-r1,2,2,1,1,1,0.5,0.5,0.5,23.66,58.2,0,0,,61.9
intrusion_01,mas-auction-visiononly,auto,2,mas-auction-visiononly-r2,2,2,1,1,1,0.5,0.5,0.5,23.59,58.2,0,0,,61.9
intrusion_01,mas-auction-visiononly,auto,3,mas-auction-visiononly-r3,2,2,1,1,1,0.5,0.5,0.5,23.6,58.2,0,0,,61.9
intrusion_01,mas-auction-visiononly,auto,4,mas-auction-visiononly-r4,2,2,0,2,2,0.0,0.0,0.0,,116.4,0,0,,61.9
intrusion_01,mas-auction-visiononly,auto,,,2,2,1,1,1,0.5,0.5,0.5,1.04,32.9,0,0,,109.4
intrusion_01,mas-auction,auto,,mas-auction,2,2,1,1,1,0.5,0.5,0.5,0.0,43.5,0,0,,82.7
intrusion_01,mas-nocoord,dsp,0,mas-nocoord-dsp-r0,2,3,1,2,1,0.333,0.5,0.4,0.0,115.7,0,0,,62.2
intrusion_01,mas-nocoord,dsp,1,mas-nocoord-dsp-r1,2,3,2,1,0,0.667,1.0,0.8,11.81,58.2,0,0,,61.9
intrusion_01,mas-nocoord,dsp,2,mas-nocoord-dsp-r2,2,3,1,2,1,0.333,0.5,0.4,0.0,116.4,0,0,,61.9
intrusion_01,mas-nocoord,auto,0,mas-nocoord-r0,2,3,1,2,1,0.333,0.5,0.4,0.0,74.2,0,0,,97.0
intrusion_01,mas-nocoord,auto,1,mas-nocoord-r1,2,2,1,1,1,0.5,0.5,0.5,23.86,58.2,0,0,,61.9
intrusion_01,mas-nocoord,auto,2,mas-nocoord-r2,2,2,0,2,2,0.0,0.0,0.0,,116.4,0,0,,61.9
intrusion_01,mas-nocoord,auto,3,mas-nocoord-r3,2,2,1,1,1,0.5,0.5,0.5,23.65,58.2,0,0,,61.9
intrusion_01,mas-nocoord,auto,4,mas-nocoord-r4,2,2,0,2,2,0.0,0.0,0.0,,116.4,0,0,,61.9
intrusion_01,mas-nocoord-visiononly,auto,0,mas-nocoord-visiononly-r0,2,3,2,1,0,0.667,1.0,0.8,7.1,42.5,0,0,,84.6
intrusion_01,mas-nocoord-visiononly,auto,1,mas-nocoord-visiononly-r1,2,2,0,2,2,0.0,0.0,0.0,,116.4,0,0,,61.9
intrusion_01,mas-nocoord-visiononly,auto,2,mas-nocoord-visiononly-r2,2,2,0,2,2,0.0,0.0,0.0,,116.4,0,0,,61.9
intrusion_01,mas-nocoord-visiononly,auto,3,mas-nocoord-visiononly-r3,2,2,0,2,2,0.0,0.0,0.0,,116.4,0,0,,61.9
intrusion_01,mas-nocoord-visiononly,auto,4,mas-nocoord-visiononly-r4,2,2,1,1,1,0.5,0.5,0.5,23.52,58.2,0,0,,61.9
intrusion_01,mas-nocoord-visiononly,auto,,,2,2,1,1,1,0.5,0.5,0.5,0.02,42.6,0,0,,84.5
intrusion_01,mas-nocoord,auto,,mas-nocoord,2,3,1,2,1,0.333,0.5,0.4,0.0,80.6,0,0,,89.3
intrusion_01,mas-rules,dsp,0,mas-rules-dsp-r0,2,3,1,2,1,0.333,0.5,0.4,0.0,116.4,2,1,524.8,61.9
intrusion_01,mas-rules,dsp,1,mas-rules-dsp-r1,2,2,1,1,1,0.5,0.5,0.5,23.84,58.2,2,1,226.9,61.9
intrusion_01,mas-rules,dsp,2,mas-rules-dsp-r2,2,2,1,1,1,0.5,0.5,0.5,23.73,58.2,2,1,220.6,61.9
intrusion_01,mas-rules,auto,0,mas-rules-r0,2,3,1,2,1,0.333,0.5,0.4,0.0,78.1,0,0,,92.2
intrusion_01,mas-rules,auto,1,mas-rules-r1,2,2,0,2,2,0.0,0.0,0.0,,116.4,0,0,,61.9
intrusion_01,mas-rules,auto,2,mas-rules-r2,2,2,1,1,1,0.5,0.5,0.5,23.71,58.2,0,0,,61.9
intrusion_01,mas-rules,auto,3,mas-rules-r3,2,2,1,1,1,0.5,0.5,0.5,0.0,58.2,0,0,,61.9
intrusion_01,mas-rules,auto,4,mas-rules-r4,2,2,1,1,1,0.5,0.5,0.5,0.0,58.2,0,0,,61.9
intrusion_01,mas-rules-visiononly,auto,0,mas-rules-visiononly-r0,2,3,1,2,1,0.333,0.5,0.4,13.87,81.7,0,0,,88.1
intrusion_01,mas-rules-visiononly,auto,1,mas-rules-visiononly-r1,2,2,0,2,2,0.0,0.0,0.0,,116.4,0,0,,61.9
intrusion_01,mas-rules-visiononly,auto,2,mas-rules-visiononly-r2,2,2,0,2,2,0.0,0.0,0.0,,116.4,0,0,,61.9
intrusion_01,mas-rules-visiononly,auto,3,mas-rules-visiononly-r3,2,2,1,1,1,0.5,0.5,0.5,23.58,58.2,0,0,,61.9
intrusion_01,mas-rules-visiononly,auto,4,mas-rules-visiononly-r4,2,2,1,1,1,0.5,0.5,0.5,23.57,58.2,0,0,,61.9
intrusion_01,mas-rules-visiononly,auto,,,2,2,1,1,1,0.5,0.5,0.5,0.01,43.8,0,0,,82.2
intrusion_01,mas-rules,auto,,mas-rules,2,3,1,2,1,0.333,0.5,0.4,0.0,85.2,0,0,,84.5
loitering_01,centralized,auto,0,centralized-r0,0,0,0,0,0,0.0,0.0,0.0,,0.0,0,0,,52.9
loitering_01,centralized,auto,1,centralized-r1,0,0,0,0,0,0.0,0.0,0.0,,0.0,0,0,,55.4
loitering_01,centralized,auto,2,centralized-r2,0,0,0,0,0,0.0,0.0,0.0,,0.0,0,0,,50.3
loitering_01,centralized,auto,3,centralized-r3,0,0,0,0,0,0.0,0.0,0.0,,0.0,0,0,,52.7
loitering_01,centralized,auto,4,centralized-r4,0,0,0,0,0,0.0,0.0,0.0,,0.0,0,0,,54.2
loitering_01,centralized,auto,,,0,0,0,0,0,0.0,0.0,0.0,,0.0,0,0,,37.0
loitering_01,mas-auction,auto,0,mas-auction-r0,0,0,0,0,0,0.0,0.0,0.0,,0.0,0,0,,57.7
loitering_01,mas-auction,auto,1,mas-auction-r1,0,0,0,0,0,0.0,0.0,0.0,,0.0,0,0,,57.7
loitering_01,mas-auction,auto,2,mas-auction-r2,0,0,0,0,0,0.0,0.0,0.0,,0.0,0,0,,57.7
loitering_01,mas-auction,auto,3,mas-auction-r3,0,0,0,0,0,0.0,0.0,0.0,,0.0,0,0,,58.8
loitering_01,mas-auction,auto,4,mas-auction-r4,0,0,0,0,0,0.0,0.0,0.0,,0.0,0,0,,57.7
loitering_01,mas-auction,auto,,,0,0,0,0,0,0.0,0.0,0.0,,0.0,0,0,,59.4
loitering_01,mas-nocoord,auto,0,mas-nocoord-r0,0,0,0,0,0,0.0,0.0,0.0,,0.0,0,0,,57.7
loitering_01,mas-nocoord,auto,1,mas-nocoord-r1,0,0,0,0,0,0.0,0.0,0.0,,0.0,0,0,,57.7
loitering_01,mas-nocoord,auto,2,mas-nocoord-r2,0,0,0,0,0,0.0,0.0,0.0,,0.0,0,0,,57.7
loitering_01,mas-nocoord,auto,3,mas-nocoord-r3,0,0,0,0,0,0.0,0.0,0.0,,0.0,0,0,,57.7
loitering_01,mas-nocoord,auto,4,mas-nocoord-r4,0,0,0,0,0,0.0,0.0,0.0,,0.0,0,0,,58.3
loitering_01,mas-nocoord,auto,,,0,0,0,0,0,0.0,0.0,0.0,,0.0,0,0,,59.5
loitering_01,mas-rules,auto,0,mas-rules-r0,0,0,0,0,0,0.0,0.0,0.0,,0.0,0,0,,57.7
loitering_01,mas-rules,auto,1,mas-rules-r1,0,0,0,0,0,0.0,0.0,0.0,,0.0,0,0,,57.9
loitering_01,mas-rules,auto,2,mas-rules-r2,0,0,0,0,0,0.0,0.0,0.0,,0.0,0,0,,57.7
loitering_01,mas-rules,auto,3,mas-rules-r3,0,0,0,0,0,0.0,0.0,0.0,,0.0,0,0,,58.4
