tag,scenario,mode,vision_only,audio_backend,rep,rc,seconds,started_iso,out_path
centralized-r4,audio_glass_break_01,centralized,False,auto,4,0,14.8,2026-08-18T17:15:04,results/run_audio_glass_break_01_centralized-r4.json
centralized-visiononly-r1,audio_glass_break_01,centralized,True,auto,1,0,8.1,2026-08-18T17:15:19,results/run_audio_glass_break_01_centralized-visiononly-r1.json
centralized-visiononly-r2,audio_glass_break_01,centralized,True,auto,2,0,8.1,2026-08-18T17:15:27,results/run_audio_glass_break_01_centralized-visiononly-r2.json
centralized-visiononly-r3,audio_glass_break_01,centralized,True,auto,3,0,8.1,2026-08-18T17:15:35,results/run_audio_glass_break_01_centralized-visiononly-r3.json
centralized-visiononly-r4,audio_glass_break_01,centralized,True,auto,4,0,8.2,2026-08-18T17:15:43,results/run_audio_glass_break_01_centralized-visiononly-r4.json
mas-auction-r1,combined_audio_video_01,mas-auction,False,auto,1,0,66.1,2026-08-18T17:15:51,results/run_combined_audio_video_01_mas-auction-r1.json
mas-auction-r2,combined_audio_video_01,mas-auction,False,auto,2,0,67.4,2026-08-18T17:16:57,results/run_combined_audio_video_01_mas-auction-r2.json
mas-auction-r3,combined_audio_video_01,mas-auction,False,auto,3,0,66.0,2026-08-18T17:18:05,results/run_combined_audio_video_01_mas-auction-r3.json
mas-auction-r4,combined_audio_video_01,mas-auction,False,auto,4,0,66.0,2026-08-18T17:19:11,results/run_combined_audio_video_01_mas-auction-r4.json
mas-auction-visiononly-r1,combined_audio_video_01,mas-auction,True,auto,1,0,60.7,2026-08-18T17:20:17,results/run_combined_audio_video_01_mas-auction-visiononly-r1.json
mas-auction-visiononly-r2,combined_audio_video_01,mas-auction,True,auto,2,0,60.6,2026-08-18T17:21:17,results/run_combined_audio_video_01_mas-auction-visiononly-r2.json
mas-auction-visiononly-r3,combined_audio_video_01,mas-auction,True,auto,3,0,60.7,2026-08-18T17:22:18,results/run_combined_audio_video_01_mas-auction-visiononly-r3.json
mas-auction-visiononly-r4,combined_audio_video_01,mas-auction,True,auto,4,0,60.6,2026-08-18T17:23:19,results/run_combined_audio_video_01_mas-auction-visiononly-r4.json
mas-rules-r1,combined_audio_video_01,mas-rules,False,auto,1,0,66.0,2026-08-18T17:24:19,results/run_combined_audio_video_01_mas-rules-r1.json
mas-rules-r2,combined_audio_video_01,mas-rules,False,auto,2,0,66.2,2026-08-18T17:25:25,results/run_combined_audio_video_01_mas-rules-r2.json
mas-rules-r3,combined_audio_video_01,mas-rules,False,auto,3,0,66.1,2026-08-18T17:26:31,results/run_combined_audio_video_01_mas-rules-r3.json
mas-rules-r4,combined_audio_video_01,mas-rules,False,auto,4,0,66.1,2026-08-18T17:27:38,results/run_combined_audio_video_01_mas-rules-r4.json
mas-rules-visiononly-r1,combined_audio_video_01,mas-rules,True,auto,1,0,61.1,2026-08-18T17:28:44,results/run_combined_audio_video_01_mas-rules-visiononly-r1.json
mas-rules-visiononly-r2,combined_audio_video_01,mas-rules,True,auto,2,0,60.8,2026-08-18T17:29:45,results/run_combined_audio_video_01_mas-rules-visiononly-r2.json
mas-rules-visiononly-r3,combined_audio_video_01,mas-rules,True,auto,3,0,60.6,2026-08-18T17:30:45,results/run_combined_audio_video_01_mas-rules-visiononly-r3.json
mas-rules-visiononly-r4,combined_audio_video_01,mas-rules,True,auto,4,0,60.7,2026-08-18T17:31:46,results/run_combined_audio_video_01_mas-rules-visiononly-r4.json
mas-nocoord-r1,combined_audio_video_01,mas-nocoord,False,auto,1,0,67.1,2026-08-18T17:32:47,results/run_combined_audio_video_01_mas-nocoord-r1.json
mas-nocoord-r2,combined_audio_video_01,mas-nocoord,False,auto,2,0,68.0,2026-08-18T17:33:54,results/run_combined_audio_video_01_mas-nocoord-r2.json
mas-nocoord-r3,combined_audio_video_01,mas-nocoord,False,auto,3,0,69.1,2026-08-18T17:35:02,results/run_combined_audio_video_01_mas-nocoord-r3.json
mas-nocoord-r4,combined_audio_video_01,mas-nocoord,False,auto,4,0,69.1,2026-08-18T17:36:11,results/run_combined_audio_video_01_mas-nocoord-r4.json
mas-nocoord-visiononly-r1,combined_audio_video_01,mas-nocoord,True,auto,1,0,62.0,2026-08-18T17:37:20,results/run_combined_audio_video_01_mas-nocoord-visiononly-r1.json
mas-nocoord-visiononly-r2,combined_audio_video_01,mas-nocoord,True,auto,2,0,62.1,2026-08-18T17:38:22,results/run_combined_audio_video_01_mas-nocoord-visiononly-r2.json
mas-nocoord-visiononly-r3,combined_audio_video_01,mas-nocoord,True,auto,3,0,62.6,2026-08-18T17:39:24,results/run_combined_audio_video_01_mas-nocoord-visiononly-r3.json
mas-nocoord-visiononly-r4,combined_audio_video_01,mas-nocoord,True,auto,4,0,61.6,2026-08-18T17:40:27,results/run_combined_audio_video_01_mas-nocoord-visiononly-r4.json
centralized-r1,combined_audio_video_01,centralized,False,auto,1,0,51.6,2026-08-18T17:41:28,results/run_combined_audio_video_01_centralized-r1.json
centralized-r2,combined_audio_video_01,centralized,False,auto,2,0,40.9,2026-08-18T17:42:20,results/run_combined_audio_video_01_centralized-r2.json
centralized-r3,combined_audio_video_01,centralized,False,auto,3,0,47.0,2026-08-18T17:43:01,results/run_combined_audio_video_01_centralized-r3.json
centralized-r4,combined_audio_video_01,centralized,False,auto,4,0,126.0,2026-08-18T17:43:48,results/run_combined_audio_video_01_centralized-r4.json
centralized-visiononly-r1,combined_audio_video_01,centralized,True,auto,1,0,39.0,2026-08-18T17:45:54,results/run_combined_audio_video_01_centralized-visiononly-r1.json
centralized-visiononly-r2,combined_audio_video_01,centralized,True,auto,2,0,46.4,2026-08-18T17:46:33,results/run_combined_audio_video_01_centralized-visiononly-r2.json
centralized-visiononly-r3,combined_audio_video_01,centralized,True,auto,3,0,46.0,2026-08-18T17:47:19,results/run_combined_audio_video_01_centralized-visiononly-r3.json
centralized-visiononly-r4,combined_audio_video_01,centralized,True,auto,4,0,45.4,2026-08-18T17:48:05,results/run_combined_audio_video_01_centralized-visiononly-r4.json
mas-auction-r1,demo_site_01,mas-auction,False,auto,1,0,77.7,2026-08-18T17:48:51,results/run_demo_site_01_mas-auction-r1.json
mas-auction-r2,demo_site_01,mas-auction,False,auto,2,0,77.6,2026-08-18T17:50:08,results/run_demo_site_01_mas-auction-r2.json
mas-auction-r3,demo_site_01,mas-auction,False,auto,3,0,79.6,2026-08-18T17:51:26,results/run_demo_site_01_mas-auction-r3.json
mas-auction-r4,demo_site_01,mas-auction,False,auto,4,0,86.5,2026-08-18T17:52:46,results/run_demo_site_01_mas-auction-r4.json
mas-auction-visiononly-r1,demo_site_01,mas-auction,True,auto,1,0,72.8,2026-08-18T17:54:12,results/run_demo_site_01_mas-auction-visiononly-r1.json
mas-auction-visiononly-r2,demo_site_01,mas-auction,True,auto,2,0,72.7,2026-08-18T17:55:25,results/run_demo_site_01_mas-auction-visiononly-r2.json
mas-auction-visiononly-r3,demo_site_01,mas-auction,True,auto,3,0,66.6,2026-08-18T17:56:38,results/run_demo_site_01_mas-auction-visiononly-r3.json
mas-auction-visiononly-r4,demo_site_01,mas-auction,True,auto,4,0,88.6,2026-08-18T17:57:44,results/run_demo_site_01_mas-auction-visiononly-r4.json
mas-rules-r1,demo_site_01,mas-rules,False,auto,1,0,106.2,2026-08-18T17:59:13,results/run_demo_site_01_mas-rules-r1.json
mas-rules-r2,demo_site_01,mas-rules,False,auto,2,0,102.7,2026-08-18T18:00:59,results/run_demo_site_01_mas-rules-r2.json
mas-rules-r3,demo_site_01,mas-rules,False,auto,3,0,101.0,2026-08-18T18:02:42,results/run_demo_site_01_mas-rules-r3.json
mas-rules-r4,demo_site_01,mas-rules,False,auto,4,0,102.8,2026-08-18T18:04:23,results/run_demo_site_01_mas-rules-r4.json
mas-rules-visiononly-r1,demo_site_01,mas-rules,True,auto,1,0,84.5,2026-08-18T18:06:06,results/run_demo_site_01_mas-rules-visiononly-r1.json
mas-rules-visiononly-r2,demo_site_01,mas-rules,True,auto,2,0,85.0,2026-08-18T18:07:30,results/run_demo_site_01_mas-rules-visiononly-r2.json
mas-rules-visiononly-r3,demo_site_01,mas-rules,True,auto,3,0,85.2,2026-08-18T18:08:55,results/run_demo_site_01_mas-rules-visiononly-r3.json
mas-rules-visiononly-r4,demo_site_01,mas-rules,True,auto,4,0,84.9,2026-08-18T18:10:20,results/run_demo_site_01_mas-rules-visiononly-r4.json
mas-nocoord-r1,demo_site_01,mas-nocoord,False,auto,1,0,329.1,2026-08-18T18:11:45,results/run_demo_site_01_mas-nocoord-r1.json
mas-nocoord-r2,demo_site_01,mas-nocoord,False,auto,2,0,75.9,2026-08-18T18:17:14,results/run_demo_site_01_mas-nocoord-r2.json
mas-nocoord-r3,demo_site_01,mas-nocoord,False,auto,3,0,71.1,2026-08-18T18:18:30,results/run_demo_site_01_mas-nocoord-r3.json
mas-nocoord-r4,demo_site_01,mas-nocoord,False,auto,4,0,71.1,2026-08-18T18:19:41,results/run_demo_site_01_mas-nocoord-r4.json
mas-nocoord-visiononly-r1,demo_site_01,mas-nocoord,True,auto,1,0,64.9,2026-08-18T18:20:52,results/run_demo_site_01_mas-nocoord-visiononly-r1.json
mas-nocoord-visiononly-r2,demo_site_01,mas-nocoord,True,auto,2,0,65.4,2026-08-18T18:21:57,results/run_demo_site_01_mas-nocoord-visiononly-r2.json
mas-nocoord-visiononly-r3,demo_site_01,mas-nocoord,True,auto,3,0,64.9,2026-08-18T18:23:03,results/run_demo_site_01_mas-nocoord-visiononly-r3.json
mas-nocoord-visiononly-r4,demo_site_01,mas-nocoord,True,auto,4,0,65.7,2026-08-18T18:24:08,results/run_demo_site_01_mas-nocoord-visiononly-r4.json
centralized-r1,demo_site_01,centralized,False,auto,1,0,74.7,2026-08-18T18:25:13,results/run_demo_site_01_centralized-r1.json
centralized-r2,demo_site_01,centralized,False,auto,2,0,74.4,2026-08-18T18:26:28,results/run_demo_site_01_centralized-r2.json
centralized-r3,demo_site_01,centralized,False,auto,3,0,66.5,2026-08-18T18:27:42,results/run_demo_site_01_centralized-r3.json
centralized-r4,demo_site_01,centralized,False,auto,4,0,66.3,2026-08-18T18:28:49,results/run_demo_site_01_centralized-r4.json
centralized-visiononly-r1,demo_site_01,centralized,True,auto,1,0,67.8,2026-08-18T18:29:55,results/run_demo_site_01_centralized-visiononly-r1.json
centralized-visiononly-r2,demo_site_01,centralized,True,auto,2,0,68.0,2026-08-18T18:31:03,results/run_demo_site_01_centralized-visiononly-r2.json
centralized-visiononly-r3,demo_site_01,centralized,True,auto,3,0,136.0,2026-08-18T18:32:11,results/run_demo_site_01_centralized-visiononly-r3.json
centralized-visiononly-r4,demo_site_01,centralized,True,auto,4,0,135.4,2026-08-18T18:34:27,results/run_demo_site_01_centralized-visiononly-r4.json
mas-auction-r1,fight_01,mas-auction,False,auto,1,0,33.4,2026-08-18T18:36:42,results/run_fight_01_mas-auction-r1.json
mas-auction-r2,fight_01,mas-auction,False,auto,2,0,31.2,2026-08-18T18:37:16,results/run_fight_01_mas-auction-r2.json
mas-auction-r3,fight_01,mas-auction,False,auto,3,0,32.3,2026-08-18T18:37:47,results/run_fight_01_mas-auction-r3.json
mas-auction-r4,fight_01,mas-auction,False,auto,4,0,43.1,2026-08-18T18:38:19,results/run_fight_01_mas-auction-r4.json
mas-rules-r1,fight_01,mas-rules,False,auto,1,0,38.2,2026-08-18T18:39:02,results/run_fight_01_mas-rules-r1.json
mas-rules-r2,fight_01,mas-rules,False,auto,2,0,43.1,2026-08-18T18:39:40,results/run_fight_01_mas-rules-r2.json
mas-rules-r3,fight_01,mas-rules,False,auto,3,0,44.4,2026-08-18T18:40:23,results/run_fight_01_mas-rules-r3.json
mas-rules-r4,fight_01,mas-rules,False,auto,4,0,47.0,2026-08-18T18:41:08,results/run_fight_01_mas-rules-r4.json
mas-nocoord-r1,fight_01,mas-nocoord,False,auto,1,0,42.0,2026-08-18T18:41:55,results/run_fight_01_mas-nocoord-r1.json
mas-nocoord-r2,fight_01,mas-nocoord,False,auto,2,0,49.2,2026-08-18T18:42:37,results/run_fight_01_mas-nocoord-r2.json
mas-nocoord-r3,fight_01,mas-nocoord,False,auto,3,0,32.1,2026-08-18T18:43:26,results/run_fight_01_mas-nocoord-r3.json
mas-nocoord-r4,fight_01,mas-nocoord,False,auto,4,0,19.7,2026-08-18T18:43:58,results/run_fight_01_mas-nocoord-r4.json
centralized-r1,fight_01,centralized,False,auto,1,0,20.0,2026-08-18T18:44:18,results/run_fight_01_centralized-r1.json
centralized-r2,fight_01,centralized,False,auto,2,0,17.3,2026-08-18T18:44:38,results/run_fight_01_centralized-r2.json
centralized-r3,fight_01,centralized,False,auto,3,0,20.7,2026-08-18T18:44:55,results/run_fight_01_centralized-r3.json
centralized-r4,fight_01,centralized,False,auto,4,0,17.0,2026-08-18T18:45:16,results/run_fight_01_centralized-r4.json
mas-auction-r1,intrusion_01,mas-auction,False,auto,1,0,71.7,2026-08-18T18:45:33,results/run_intrusion_01_mas-auction-r1.json
mas-auction-r2,intrusion_01,mas-auction,False,auto,2,0,71.7,2026-08-18T18:46:45,results/run_intrusion_01_mas-auction-r2.json
mas-auction-r3,intrusion_01,mas-auction,False,auto,3,0,76.9,2026-08-18T18:47:56,results/run_intrusion_01_mas-auction-r3.json
mas-auction-r4,intrusion_01,mas-auction,False,auto,4,0,71.1,2026-08-18T18:49:13,results/run_intrusion_01_mas-auction-r4.json
mas-auction-visiononly-r1,intrusion_01,mas-auction,True,auto,1,0,64.9,2026-08-18T18:50:24,results/run_intrusion_01_mas-auction-visiononly-r1.json
mas-auction-visiononly-r2,intrusion_01,mas-auction,True,auto,2,0,64.9,2026-08-18T18:51:29,results/run_intrusion_01_mas-auction-visiononly-r2.json
mas-auction-visiononly-r3,intrusion_01,mas-auction,True,auto,3,0,65.0,2026-08-18T18:52:34,results/run_intrusion_01_mas-auction-visiononly-r3.json
mas-auction-visiononly-r4,intrusion_01,mas-auction,True,auto,4,0,65.1,2026-08-18T18:53:39,results/run_intrusion_01_mas-auction-visiononly-r4.json
mas-rules-r1,intrusion_01,mas-rules,False,auto,1,0,72.2,2026-08-18T18:54:44,results/run_intrusion_01_mas-rules-r1.json
mas-rules-r2,intrusion_01,mas-rules,False,auto,2,0,71.7,2026-08-18T18:55:56,results/run_intrusion_01_mas-rules-r2.json
mas-rules-r3,intrusion_01,mas-rules,False,auto,3,0,71.4,2026-08-18T18:57:08,results/run_intrusion_01_mas-rules-r3.json
mas-rules-r4,intrusion_01,mas-rules,False,auto,4,0,71.3,2026-08-18T18:58:19,results/run_intrusion_01_mas-rules-r4.json
mas-rules-visiononly-r1,intrusion_01,mas-rules,True,auto,1,0,65.3,2026-08-18T18:59:31,results/run_intrusion_01_mas-rules-visiononly-r1.json
mas-rules-visiononly-r2,intrusion_01,mas-rules,True,auto,2,0,65.2,2026-08-18T19:00:36,results/run_intrusion_01_mas-rules-visiononly-r2.json
mas-rules-visiononly-r3,intrusion_01,mas-rules,True,auto,3,0,65.1,2026-08-18T19:01:41,results/run_intrusion_01_mas-rules-visiononly-r3.json
mas-rules-visiononly-r4,intrusion_01,mas-rules,True,auto,4,0,65.1,2026-08-18T19:02:46,results/run_intrusion_01_mas-rules-visiononly-r4.json
mas-nocoord-r1,intrusion_01,mas-nocoord,False,auto,1,0,70.5,2026-08-18T19:03:51,results/run_intrusion_01_mas-nocoord-r1.json
mas-nocoord-r2,intrusion_01,mas-nocoord,False,auto,2,0,70.9,2026-08-18T19:05:02,results/run_intrusion_01_mas-nocoord-r2.json
mas-nocoord-r3,intrusion_01,mas-nocoord,False,auto,3,0,71.7,2026-08-18T19:06:13,results/run_intrusion_01_mas-nocoord-r3.json
mas-nocoord-r4,intrusion_01,mas-nocoord,False,auto,4,0,71.1,2026-08-18T19:07:24,results/run_intrusion_01_mas-nocoord-r4.json
mas-nocoord-visiononly-r1,intrusion_01,mas-nocoord,True,auto,1,0,65.1,2026-08-18T19:08:36,results/run_intrusion_01_mas-nocoord-visiononly-r1.json
mas-nocoord-visiononly-r2,intrusion_01,mas-nocoord,True,auto,2,0,65.1,2026-08-18T19:09:41,results/run_intrusion_01_mas-nocoord-visiononly-r2.json
mas-nocoord-visiononly-r3,intrusion_01,mas-nocoord,True,auto,3,0,65.5,2026-08-18T19:10:46,results/run_intrusion_01_mas-nocoord-visiononly-r3.json
mas-nocoord-visiononly-r4,intrusion_01,mas-nocoord,True,auto,4,0,65.1,2026-08-18T19:11:51,results/run_intrusion_01_mas-nocoord-visiononly-r4.json
centralized-r1,intrusion_01,centralized,False,auto,1,0,64.5,2026-08-18T19:12:56,results/run_intrusion_01_centralized-r1.json
centralized-r2,intrusion_01,centralized,False,auto,2,0,77.0,2026-08-18T19:14:01,results/run_intrusion_01_centralized-r2.json
centralized-r3,intrusion_01,centralized,False,auto,3,0,83.5,2026-08-18T19:15:18,results/run_intrusion_01_centralized-r3.json
centralized-r4,intrusion_01,centralized,False,auto,4,0,85.2,2026-08-18T19:16:41,results/run_intrusion_01_centralized-r4.json
centralized-visiononly-r1,intrusion_01,centralized,True,auto,1,0,78.3,2026-08-18T19:18:06,results/run_intrusion_01_centralized-visiononly-r1.json
centralized-visiononly-r2,intrusion_01,centralized,True,auto,2,0,86.7,2026-08-18T19:19:25,results/run_intrusion_01_centralized-visiononly-r2.json
centralized-visiononly-r3,intrusion_01,centralized,True,auto,3,0,86.9,2026-08-18T19:20:51,results/run_intrusion_01_centralized-visiononly-r3.json
centralized-visiononly-r4,intrusion_01,centralized,True,auto,4,0,87.6,2026-08-18T19:22:18,results/run_intrusion_01_centralized-visiononly-r4.json
mas-auction-r1,loitering_01,mas-auction,False,auto,1,0,64.1,2026-08-18T19:23:46,results/run_loitering_01_mas-auction-r1.json
mas-auction-r2,loitering_01,mas-auction,False,auto,2,0,63.7,2026-08-18T19:24:50,results/run_loitering_01_mas-auction-r2.json
mas-auction-r3,loitering_01,mas-auction,False,auto,3,0,64.6,2026-08-18T19:25:54,results/run_loitering_01_mas-auction-r3.json
mas-auction-r4,loitering_01,mas-auction,False,auto,4,0,65.4,2026-08-18T19:26:58,results/run_loitering_01_mas-auction-r4.json
mas-rules-r1,loitering_01,mas-rules,False,auto,1,0,64.6,2026-08-18T19:28:04,results/run_loitering_01_mas-rules-r1.json
mas-rules-r2,loitering_01,mas-rules,False,auto,2,0,63.8,2026-08-18T19:29:08,results/run_loitering_01_mas-rules-r2.json
mas-rules-r3,loitering_01,mas-rules,False,auto,3,0,63.9,2026-08-18T19:30:12,results/run_loitering_01_mas-rules-r3.json
mas-rules-r4,loitering_01,mas-rules,False,auto,4,0,63.9,2026-08-18T19:31:16,results/run_loitering_01_mas-rules-r4.json
mas-nocoord-r1,loitering_01,mas-nocoord,False,auto,1,0,64.5,2026-08-18T19:32:20,results/run_loitering_01_mas-nocoord-r1.json
mas-nocoord-r2,loitering_01,mas-nocoord,False,auto,2,0,64.4,2026-08-18T19:33:24,results/run_loitering_01_mas-nocoord-r2.json
mas-nocoord-r3,loitering_01,mas-nocoord,False,auto,3,0,64.8,2026-08-18T19:34:29,results/run_loitering_01_mas-nocoord-r3.json
mas-nocoord-r4,loitering_01,mas-nocoord,False,auto,4,0,64.5,2026-08-18T19:35:34,results/run_loitering_01_mas-nocoord-r4.json
centralized-r1,loitering_01,centralized,False,auto,1,0,62.0,2026-08-18T19:36:38,results/run_loitering_01_centralized-r1.json
centralized-r2,loitering_01,centralized,False,auto,2,0,57.7,2026-08-18T19:37:40,results/run_loitering_01_centralized-r2.json
centralized-r3,loitering_01,centralized,False,auto,3,0,60.0,2026-08-18T19:38:38,results/run_loitering_01_centralized-r3.json
centralized-r4,loitering_01,centralized,False,auto,4,0,60.5,2026-08-18T19:39:38,results/run_loitering_01_centralized-r4.json
mas-auction-dsp-r0,audio_alarm_clock_01,mas-auction,False,dsp,0,0,27.7,2026-08-18T19:42:22,results/run_audio_alarm_clock_01_mas-auction-dsp-r0.json
mas-auction-dsp-r1,audio_alarm_clock_01,mas-auction,False,dsp,1,0,27.9,2026-08-18T19:42:50,results/run_audio_alarm_clock_01_mas-auction-dsp-r1.json
mas-auction-dsp-r2,audio_alarm_clock_01,mas-auction,False,dsp,2,0,27.6,2026-08-18T19:43:17,results/run_audio_alarm_clock_01_mas-auction-dsp-r2.json
mas-rules-dsp-r0,audio_alarm_clock_01,mas-rules,False,dsp,0,0,27.8,2026-08-18T19:43:45,results/run_audio_alarm_clock_01_mas-rules-dsp-r0.json
mas-rules-dsp-r1,audio_alarm_clock_01,mas-rules,False,dsp,1,0,27.9,2026-08-18T19:44:13,results/run_audio_alarm_clock_01_mas-rules-dsp-r1.json
mas-rules-dsp-r2,audio_alarm_clock_01,mas-rules,False,dsp,2,0,27.8,2026-08-18T19:44:41,results/run_audio_alarm_clock_01_mas-rules-dsp-r2.json
mas-nocoord-dsp-r0,audio_alarm_clock_01,mas-nocoord,False,dsp,0,0,27.9,2026-08-18T19:45:09,results/run_audio_alarm_clock_01_mas-nocoord-dsp-r0.json
mas-nocoord-dsp-r1,audio_alarm_clock_01,mas-nocoord,False,dsp,1,0,27.8,2026-08-18T19:45:36,results/run_audio_alarm_clock_01_mas-nocoord-dsp-r1.json
mas-nocoord-dsp-r2,audio_alarm_clock_01,mas-nocoord,False,dsp,2,0,27.7,2026-08-18T19:46:04,results/run_audio_alarm_clock_01_mas-nocoord-dsp-r2.json
centralized-dsp-r0,audio_alarm_clock_01,centralized,False,dsp,0,0,10.7,2026-08-18T19:46:32,results/run_audio_alarm_clock_01_centralized-dsp-r0.json
centralized-dsp-r1,audio_alarm_clock_01,centralized,False,dsp,1,0,10.5,2026-08-18T19:46:43,results/run_audio_alarm_clock_01_centralized-dsp-r1.json
centralized-dsp-r2,audio_alarm_clock_01,centralized,False,dsp,2,0,10.6,2026-08-18T19:46:53,results/run_audio_alarm_clock_01_centralized-dsp-r2.json
mas-auction-dsp-r0,audio_alarm_siren_01,mas-auction,False,dsp,0,0,27.9,2026-08-18T19:47:04,results/run_audio_alarm_siren_01_mas-auction-dsp-r0.json
mas-auction-dsp-r1,audio_alarm_siren_01,mas-auction,False,dsp,1,0,27.8,2026-08-18T19:47:32,results/run_audio_alarm_siren_01_mas-auction-dsp-r1.json
mas-auction-dsp-r2,audio_alarm_siren_01,mas-auction,False,dsp,2,0,27.7,2026-08-18T19:47:59,results/run_audio_alarm_siren_01_mas-auction-dsp-r2.json
mas-rules-dsp-r0,audio_alarm_siren_01,mas-rules,False,dsp,0,0,27.8,2026-08-18T19:48:27,results/run_audio_alarm_siren_01_mas-rules-dsp-r0.json
mas-rules-dsp-r1,audio_alarm_siren_01,mas-rules,False,dsp,1,0,27.7,2026-08-18T19:48:55,results/run_audio_alarm_siren_01_mas-rules-dsp-r1.json
mas-rules-dsp-r2,audio_alarm_siren_01,mas-rules,False,dsp,2,0,28.0,2026-08-18T19:49:23,results/run_audio_alarm_siren_01_mas-rules-dsp-r2.json
mas-nocoord-dsp-r0,audio_alarm_siren_01,mas-nocoord,False,dsp,0,0,27.7,2026-08-18T19:49:51,results/run_audio_alarm_siren_01_mas-nocoord-dsp-r0.json
mas-nocoord-dsp-r1,audio_alarm_siren_01,mas-nocoord,False,dsp,1,0,28.8,2026-08-18T19:50:18,results/run_audio_alarm_siren_01_mas-nocoord-dsp-r1.json
mas-nocoord-dsp-r2,audio_alarm_siren_01,mas-nocoord,False,dsp,2,0,27.0,2026-08-18T19:50:47,results/run_audio_alarm_siren_01_mas-nocoord-dsp-r2.json
centralized-dsp-r0,audio_alarm_siren_01,centralized,False,dsp,0,0,10.6,2026-08-18T19:51:14,results/run_audio_alarm_siren_01_centralized-dsp-r0.json
centralized-dsp-r1,audio_alarm_siren_01,centralized,False,dsp,1,0,10.4,2026-08-18T19:51:25,results/run_audio_alarm_siren_01_centralized-dsp-r1.json
centralized-dsp-r2,audio_alarm_siren_01,centralized,False,dsp,2,0,10.5,2026-08-18T19:51:35,results/run_audio_alarm_siren_01_centralized-dsp-r2.json
mas-auction-dsp-r0,audio_glass_break_01,mas-auction,False,dsp,0,0,27.5,2026-08-18T19:51:46,results/run_audio_glass_break_01_mas-auction-dsp-r0.json
mas-auction-dsp-r1,audio_glass_break_01,mas-auction,False,dsp,1,0,27.5,2026-08-18T19:52:13,results/run_audio_glass_break_01_mas-auction-dsp-r1.json
mas-auction-dsp-r2,audio_glass_break_01,mas-auction,False,dsp,2,0,27.5,2026-08-18T19:52:41,results/run_audio_glass_break_01_mas-auction-dsp-r2.json
mas-rules-dsp-r0,audio_glass_break_01,mas-rules,False,dsp,0,0,27.5,2026-08-18T19:53:08,results/run_audio_glass_break_01_mas-rules-dsp-r0.json
mas-rules-dsp-r1,audio_glass_break_01,mas-rules,False,dsp,1,0,27.4,2026-08-18T19:53:36,results/run_audio_glass_break_01_mas-rules-dsp-r1.json
mas-rules-dsp-r2,audio_glass_break_01,mas-rules,False,dsp,2,0,27.6,2026-08-18T19:54:03,results/run_audio_glass_break_01_mas-rules-dsp-r2.json
mas-nocoord-dsp-r0,audio_glass_break_01,mas-nocoord,False,dsp,0,0,27.7,2026-08-18T19:54:31,results/run_audio_glass_break_01_mas-nocoord-dsp-r0.json
mas-nocoord-dsp-r1,audio_glass_break_01,mas-nocoord,False,dsp,1,0,28.0,2026-08-18T19:54:59,results/run_audio_glass_break_01_mas-nocoord-dsp-r1.json
mas-nocoord-dsp-r2,audio_glass_break_01,mas-nocoord,False,dsp,2,0,27.7,2026-08-18T19:55:27,results/run_audio_glass_break_01_mas-nocoord-dsp-r2.json
centralized-dsp-r0,audio_glass_break_01,centralized,False,dsp,0,0,10.7,2026-08-18T19:55:54,results/run_audio_glass_break_01_centralized-dsp-r0.json
centralized-dsp-r1,audio_glass_break_01,centralized,False,dsp,1,0,11.3,2026-08-18T19:56:05,results/run_audio_glass_break_01_centralized-dsp-r1.json
centralized-dsp-r2,audio_glass_break_01,centralized,False,dsp,2,0,13.2,2026-08-18T19:56:16,results/run_audio_glass_break_01_centralized-dsp-r2.json
mas-auction-dsp-r0,combined_audio_video_01,mas-auction,False,dsp,0,0,93.8,2026-08-18T19:56:29,results/run_combined_audio_video_01_mas-auction-dsp-r0.json
mas-auction-dsp-r1,combined_audio_video_01,mas-auction,False,dsp,1,0,91.3,2026-08-18T19:58:03,results/run_combined_audio_video_01_mas-auction-dsp-r1.json
mas-auction-dsp-r2,combined_audio_video_01,mas-auction,False,dsp,2,0,77.9,2026-08-18T19:59:34,results/run_combined_audio_video_01_mas-auction-dsp-r2.json
mas-rules-dsp-r0,combined_audio_video_01,mas-rules,False,dsp,0,0,72.2,2026-08-18T20:00:52,results/run_combined_audio_video_01_mas-rules-dsp-r0.json
mas-rules-dsp-r1,combined_audio_video_01,mas-rules,False,dsp,1,0,69.1,2026-08-18T20:02:05,results/run_combined_audio_video_01_mas-rules-dsp-r1.json
mas-rules-dsp-r2,combined_audio_video_01,mas-rules,False,dsp,2,0,63.1,2026-08-18T20:03:14,results/run_combined_audio_video_01_mas-rules-dsp-r2.json
mas-nocoord-dsp-r0,combined_audio_video_01,mas-nocoord,False,dsp,0,0,62.6,2026-08-18T20:04:17,results/run_combined_audio_video_01_mas-nocoord-dsp-r0.json
mas-nocoord-dsp-r1,combined_audio_video_01,mas-nocoord,False,dsp,1,0,90.8,2026-08-18T20:05:19,results/run_combined_audio_video_01_mas-nocoord-dsp-r1.json
mas-nocoord-dsp-r2,combined_audio_video_01,mas-nocoord,False,dsp,2,0,80.0,2026-08-18T20:06:50,results/run_combined_audio_video_01_mas-nocoord-dsp-r2.json
centralized-dsp-r0,combined_audio_video_01,centralized,False,dsp,0,0,77.4,2026-08-18T20:08:10,results/run_combined_audio_video_01_centralized-dsp-r0.json
